id,availability,condition,description,image_link,link,title,price,sale_price,brand
"681619700194","out of stock","new","A true all-in-one essential.Sexy shadow, beautiful blush and subtle highlighter tucked inside a go-anywhere compact. ","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/h/o/hott.jpg","https://stage-glamazle.hyperx.cloud/thebalm-shadow-blush-hot-mama.html?___store=default","TheBalm Shadow/Blush - hot mama","76.000000","53.000000","TheBalm"
"681619700262","out of stock","new","But wait, there is more. Sexy Mama has powers like no other powder, its virtually invisible - fooling even the most attentive admirer.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/b/e/be.png","https://stage-glamazle.hyperx.cloud/thebalm-anti-shine-translucent-powder-sexy-mama.html?___store=default","TheBalm Anti-Shine Translucent Powder - sexy mama","76.000000","53.000000","TheBalm"
"681619700279","in stock","new","Warming up our complexion can&rsquo;t get any easier by dusting theBalm Bahama Mama bronzer all over our faces using theBalm Powder to the People Brush. Use a contouring brush and sweep this matte bronzer on the hollows of your cheeks, sides of the nose, jawline, collar bone, decollatage and temples to added definition. Use a fluffy blending brush and sweep it across the lids for neutral, everyday look.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/v/f/vfo.jpg","https://stage-glamazle.hyperx.cloud/thebalm-bronzer-shadow-contour-powder-bahama-mama.html?___store=default","TheBalm Bronzer, Shadow & Contour Powder - bahama mama","76.000000","53.000000","TheBalm"
"681619805202","out of stock","new","The texture was lightweight, silky, and smooth to the touch, though it felt thinner than many of theBalm&rsquo;s other cheek products. It had good color payoff that could be easily worn sheer or at richer, true-to-pan color. The finish is extraordinary, as it looks beautiful on the skin with a natural-level luminosity that gives the skin a real glow but doesn&rsquo;t look frosted, so it doesn&rsquo;t emphasize pores or the skin&rsquo;s natural texture. The silky texture made blending a cinch, and I felt like I barely had to do any work to apply it evenly. On me, the product stayed on well for nine hours before fading slightly.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/f/cf_1.jpg","https://stage-glamazle.hyperx.cloud/thebalm-bronzer-blush-balm-desert.html?___store=default","TheBalm Bronzer/Blush - Balm Desert","80.000000","56.000000","TheBalm"
"681619800146","out of stock","new","The spiral brush gives you the look of dramatic, faux lashes without the extra work.Apply a single coat to achieve volume and length.This buildable, non-clumpy, formula can be layered to take your lashes to new levels.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/h/chr.jpg","https://stage-glamazle.hyperx.cloud/thebalm-cheater-mascara.html?___store=default","TheBalm Cheater Mascara","65.000000","46.000000","TheBalm"
"681619802201","in stock","new","Create winning looks with this rich, matte-black finish that won&rsquo;t smudge, flake, or take forever to dry. Cool and compact, Schwing fits wherever you need it. Whether you&rsquo;re home or away, get ready to bat those eyes and play the field!","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/d/f/df_5.jpg","https://stage-glamazle.hyperx.cloud/thebalm-liquid-eye-liner-schwing.html?___store=default","TheBalm Liquid Eye Liner - Schwing","60.000000","42.000000","TheBalm"
"681619805103","in stock","new","This luscious dark grey eye pencil includes a built-in sharpener. Each twist-up tube has .01 oz of liner. Paraben and Cruelty Free! Ingredients: dimethicone, trimethylsiloxysilicate, synthetic wax, phenylpropyldimethylsiloxysilicate, polyethylene, polyhydroxystearic acid, mica, caprylyl trimethicone, disteardimonium hectorite, propylene carbonate, lecithin, tocopherol, ascorbyl palmitate, citric acid, tin oxide, Colorants. Made with Love in the U.S.A.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/v/i/vi_1.jpg","https://stage-glamazle.hyperx.cloud/thebalm-pencil-eye-liners-vince-b-charcoal.html?___store=default","TheBalm Pencil Eye Liners - Vince B. Charcoal","60.000000","42.000000","TheBalm"
"681619805004","out of stock","new","We have a Mr. Write (Now) for every day of the week... and then some! Meet this new collection of attractive eyeliners that are truly easy on the eyes. These pencils deliver the long-lasting color you've been looking for, and have built-in sharpeners so they are always ready when you are. With high payoff, eight wearable shades, and a satin smooth texture, we understand why your eyes wander- but rest assured, your eyeliner won't! - See more at: http://www.maquillalia.com/balm-eyeliner-pencil-write-wayne-olive-p-16319.html?language=en#sthash.iWLhAblz.dpuf","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/h/h/hh_1.jpg","https://stage-glamazle.hyperx.cloud/thebalm-pencil-eye-liners-wayne-b-olive.html?___store=default","TheBalm Pencil Eye Liners - Wayne B. Olive","60.000000","25.000000","TheBalm"
"681619805011","out of stock","new","We have a Mr. Write (Now) for every day of the week... and then some! Meet this new collection of attractive eyeliners that are truly easy on the eyes.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/b/r/bre.jpg","https://stage-glamazle.hyperx.cloud/thebalm-pencil-eye-liners-brian-b-beige.html?___store=default","TheBalm Pencil Eye Liners - Brian B. Beige","60.000000","25.000000","TheBalm"
"681619805042","out of stock","new","Ingredients: dimethicone, trimethylsiloxysilicate, synthetic wax, phenylpropyldimethylsiloxysilicate, polyethylene, polyhydroxystearic acid, mica, caprylyl trimethicone, disteardimonium hectorite, propylene carbonate, lecithin, tocopherol, ascorbyl palmitate, citric acid, tin oxide, Colorants. Made with Love in the U.S.A.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/b/l/blu_3.jpg","https://stage-glamazle.hyperx.cloud/thebalm-pencil-eye-liners-raj-b-navy.html?___store=default","TheBalm Pencil Eye Liners - Raj B. Navy","60.000000","25.000000","TheBalm"
"681619805059","out of stock","new","These pencils deliver the long-lasting color youve been looking for, and have built in sharpeners so they are always ready when you are. With high payoff, eight wearable shades and a satin smooth texture, we understand why your eyes wander- but rest assured, your eyeliner wont!","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/g/y/gy_1.jpg","https://stage-glamazle.hyperx.cloud/thebalm-pencil-eye-liners-scott-b-bordeaux.html?___store=default","TheBalm Pencil Eye Liners - Scott B. Bordeaux","60.000000","25.000000","TheBalm"
"681619805028","out of stock","new","Built-in sharpeners so they are always ready when you are.Apply your favorite shade to the lash line. Includes built-in sharpener.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/j/a/ja_2.jpg","https://stage-glamazle.hyperx.cloud/thebalm-pencil-eye-liners-jac-b-bronze.html?___store=default","TheBalm Pencil Eye Liners - Jac B. Bronze","60.000000","25.000000","TheBalm"
"681619802249","out of stock","new","Packaged in an easy-to-squeeze tube, its light reflective properties brighten and enhance lids, while skin-smoothing ingredients ensure your favorite shades are anything but muted.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/p/u/pu_1_1.jpg","https://stage-glamazle.hyperx.cloud/thebalm-eyeshadow-primer-put-a-lid-on-it.html?___store=default","TheBalm Eyeshadow Primer Put a Lid on It","68.000000","48.000000","TheBalm"
"681619700521","out of stock","new","Ingredients MICA, BORON NITRIDE, POLYETHYLENE, ISOEICOSANE, CAPRYLICCAPRIC TRIGLYCERIDE, SILICA, POLYISOBUTENE, PTFE, SYNTHETIC WAX, DIMETHICONE, SODIUM DEHYDROACETATE. MAY CONTAIN PEUT CONTENIR + BISMUTH OXYCHLORIDE CI 77163, TITANIUM DIOXIDE CI 77891, CARMINE CI 75470, ULTRAMARINES CI 77007, IRON OXIDE CI 77491 Net Wt 0.3 oz 8.5 g","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/i/m/im_.jpg","https://stage-glamazle.hyperx.cloud/thebalm-blush-cabana-boy.html?___store=default","TheBalm Blush - Cabana Boy","80.000000","56.000000","TheBalm"
"681619802638","in stock","new","This smart shadow, beautiful blush and subtle highlighter is tucked inside a go-anywhere compact.Layer it on your lids, sweep it on your cheeks, or use it as an all-over finishing touch for an added warm glow.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/f/g/fgk.jpg","https://stage-glamazle.hyperx.cloud/thebalm-highlighter-shimmer-cindy-lou-manizer.html?___store=default","TheBalm Highlighter & Shimmer Cindy-Lou Manizer","90.000000","49.000000","TheBalm"
"681619700583","out of stock","new","Meet Mary-Lou Manizer, a seemingly innocent honey-hued luminizer that catches everybody's eye.Layer it on your lids, sweep it on your cheeks, or use it as an all-over finishing touch for a honey-hued glow.
&nbsp;
&nbsp;","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/h/sh_1_4.jpg","https://stage-glamazle.hyperx.cloud/thebalm-highlighter-shimmer-mary-lou-manizer.html?___store=default","TheBalm Highlighter & Shimmer Mary-Lou Manizer","90.000000","59.000000","TheBalm"
"681619700675","out of stock","new","Silky smooth, all-in-one bronzing highlighter, shimmer and shadow.Layer it on your lids, sweep it on your cheeks, or use it as an all-over finishing touch for an added bronze glow.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/b/g/bg_2.jpg","https://stage-glamazle.hyperx.cloud/thebalm-bronzer-betty-lou-manizer.html?___store=default","TheBalm Bronzer Betty-Lou Manizer","90.000000","63.000000","TheBalm"
"681619500541","out of stock","new","Features 12 neutral shades that flatter all skin tones and eye colors.Apply these shadows wet or dry to create Naughty and Nice looks.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/i/m/imm.jpg","https://stage-glamazle.hyperx.cloud/thebalm-nude-tude-palette-naughty-version.html?___store=default","TheBalm Nude'Tude Palette- Naughty Version","135.000000","57.000000","TheBalm"
"EL-Chestnut","in stock","new","This micro Silque foundation is long lasting, water-resistant and mild transfer-resistant, so you can enjoy a full days wear.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/g/tgg.jpg","https://stage-glamazle.hyperx.cloud/elcie-micro-silque-foundation-chestnut.html?___store=default","Elcie Micro Silque Foundation Chestnut","252.000000","39.000000","Elcie"
"EL-almond","in stock","new","This micro Silque foundation is long lasting, water-resistant and mild transfer-resistant, so you can enjoy a full days wear.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/f/o/fo_1_1.jpg","https://stage-glamazle.hyperx.cloud/elcie-micro-silque-foundation-almond.html?___store=default","Elcie Micro Silque Foundation Almond","252.000000","39.000000","Elcie"
"EL-warmivory","out of stock","new","This micro Silque foundation is long lasting, water-resistant and mild transfer-resistant, so you can enjoy a full days wear.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/w/o/wo_1.jpg","https://stage-glamazle.hyperx.cloud/elcie-micro-silque-foundation-warm-ivory.html?___store=default","Elcie Micro Silque Foundation Warm Ivory","252.000000","39.000000","Elcie"
"VL_naughtyme","in stock","new","She loves me, she loves me not? Flirt, seduce, and tease with these criss-cross falsies. With multiple layers of overlap, these lashes create a thick feathery look. Designed with a pattern that is short at the ends and longest at the center. With style and extra length, these lashes will make your eyes look captivating! Have him wrapped around your finger.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/k/o/ko_1.jpg","https://stage-glamazle.hyperx.cloud/velour-lashes-oops-naughty-me.html?___store=default","Velour Lashes - Oops! Naughty Me","105.000000","39.000000","Velour Lashes"
"681619806315","out of stock","new","Ladies and gentlemen of the jury, this trio of Manizers has been found guilty - of being gorgeous. Designed for girls on the run, this highlighting trio enables you to emphasize your finest features.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/m/a/manizer-1.jpg","https://stage-glamazle.hyperx.cloud/thebalm-manizer-trio.html?___store=default","TheBalm Manizer Trio","105.000000","49.000000","TheBalm"
"PRESH8","in stock","new","An essential weapon in any woman's beauty arsenal. This palette features nine hot eye shadows and two tempting lip glosses with an easy-to-follow tutorial on how to achieve your favorite looks.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/v/_/v_5.jpg","https://stage-glamazle.hyperx.cloud/motives-beauty-weapon.html?___store=default","Motives Beauty Weapon","184.000000","108.000000","Motives"
